Index,User ID,Exposure ID,Audience Segment ID,Segment Type,Age,Gender,Income,Interests,Device,Browser,Operating System,Location (DMA)
3447,U0207,O46b19d1,AS045,Custom Audience,21,Male,119391,"Music, Auto",Tablet,Chrome,Windows,"Columbus, Ohio"
3446,U0107,Pfae46d1,AS292,1P Audience,44,Female,71639,Auto,Smartphone,Safari,Linux,"Cincinnati, Ohio"
3445,U0787,O1eed150,AS385,3P Audience,53,Female,55464,"Sports, Auto",Desktop,Firefox,macOS,"Cleveland, Ohio"
3444,U0501,Pffcadf6,AS411,3P Audience,62,Female,31867,"Fitness, Fashion, Auto",Smartphone,Chrome,iOS,"Columbus, Ohio"
3443,U0209,P7bb1282,AS252,3P Audience,32,Male,92171,"Gaming, Auto",Desktop,Safari,iOS,"Cleveland, Ohio"
3442,U0039,Pf63d4f1,AS440,3P Audience,68,Female,85273,"Food, Music",Laptop,Edge,iOS,"Columbus, Ohio"
3441,U0101,O3d6f090,AS290,1P Audience,20,Male,73670,Music,Desktop,Chrome,Android,"Cleveland, Ohio"
3440,U0154,Ocdb5483,AS092,3P Audience,65,Male,79971,Travel,Desktop,Opera,Windows,"Cincinnati, Ohio"
3439,U0616,P248d407,AS448,Custom Audience,64,Male,65691,"Sports, Food, Travel",Smartphone,Opera,Windows,"Cincinnati, Ohio"
3438,U0378,Pdb634f4,AS424,Custom Audience,39,Male,56392,Technology,Desktop,Firefox,Android,"Columbus, Ohio"
3437,U0379,P49a5db6,AS379,3P Audience,45,Female,93443,"Food, Fitness",Smartphone,Safari,Android,"Cincinnati, Ohio"
3436,U0239,P056403e,AS267,3P Audience,20,Female,95325,"Technology, Art",Smartphone,Chrome,Android,"Columbus, Ohio"
3435,U0135,O81392c2,AS290,Custom Audience,36,Male,88041,"Music, Fitness",Tablet,Safari,Android,"Columbus, Ohio"
3434,U0626,P281c9dc,AS238,Custom Audience,54,Female,34010,Technology,Desktop,Firefox,iOS,"Columbus, Ohio"
3433,U0476,P53ae162,AS016,Custom Audience,46,Female,76710,"Sports, Technology, Fashion",Tablet,Opera,Windows,"Columbus, Ohio"
3432,U0309,Oa434d3e,AS041,Custom Audience,46,Female,119229,"Auto, Food",Tablet,Chrome,iOS,"Cincinnati, Ohio"
3431,U0436,O3ebd1f6,AS168,1P Audience,68,Female,39819,"Sports, Auto",Laptop,Edge,macOS,"Cleveland, Ohio"
3430,U0447,O3e2d4ca,AS041,3P Audience,57,Male,90304,"Sports, Fitness",Laptop,Chrome,Linux,"Cincinnati, Ohio"
3429,U0577,Pa70eb31,AS391,1P Audience,46,Male,97579,"Fitness, Fashion, Food",Tablet,Chrome,iOS,"Cincinnati, Ohio"
3428,U0409,O893fa75,AS264,Custom Audience,58,Male,93310,"Fashion, Technology",Desktop,Edge,Linux,"Cleveland, Ohio"
3427,U0228,O6eacdf5,AS184,1P Audience,63,Female,80591,"Travel, Technology",Smartphone,Chrome,Android,"Columbus, Ohio"
3426,U0840,P8181a3d,AS274,1P Audience,34,Female,67109,"Auto, Art",Tablet,Safari,Windows,"Cincinnati, Ohio"
3425,U0591,Ob6e2113,AS256,Custom Audience,51,Male,44246,Technology,Tablet,Safari,Android,"Cincinnati, Ohio"
3424,U0213,Pf39bfb9,AS046,1P Audience,34,Female,31463,Travel,Smartphone,Edge,macOS,"Cleveland, Ohio"
3423,U0922,O9a8ae18,AS149,Custom Audience,38,Male,84294,"Gaming, Travel",Desktop,Firefox,macOS,"Cleveland, Ohio"
3422,U0887,O62b5448,AS462,Custom Audience,44,Male,32370,"Music, Auto",Tablet,Safari,Android,"Cleveland, Ohio"
3421,U0386,Oc5998e4,AS224,3P Audience,56,Female,118689,"Travel, Sports",Tablet,Chrome,Windows,"Cleveland, Ohio"
3420,U0969,P74f07d3,AS285,Custom Audience,68,Female,83355,Fitness,Laptop,Edge,Android,"Cincinnati, Ohio"
3419,U0555,P14dd324,AS424,Custom Audience,34,Male,70465,"Music, Travel, Fashion",Laptop,Chrome,Windows,"Columbus, Ohio"
3418,U0666,Pfe32d4f,AS344,1P Audience,57,Female,71100,"Technology, Auto, Gaming",Tablet,Opera,macOS,"Columbus, Ohio"
3417,U0582,O11b0bb2,AS246,Custom Audience,37,Male,113160,"Gaming, Travel, Auto",Desktop,Firefox,Android,"Columbus, Ohio"
3416,U0369,P26d9f5b,AS288,1P Audience,60,Female,23184,"Gaming, Food",Smartphone,Firefox,macOS,"Cincinnati, Ohio"
3415,U0441,O18315d5,AS188,Custom Audience,49,Female,38474,Travel,Tablet,Safari,Linux,"Columbus, Ohio"
3414,U0866,Ob55cf41,AS412,Custom Audience,53,Female,60206,"Travel, Technology",Tablet,Safari,macOS,"Columbus, Ohio"
3413,U0173,O0377230,AS299,3P Audience,36,Male,83467,Auto,Smartphone,Chrome,Android,"Cleveland, Ohio"
3412,U0513,Oa64b277,AS402,3P Audience,44,Female,88597,"Auto, Fashion, Fitness",Desktop,Safari,Linux,"Columbus, Ohio"
3411,U0584,O5c033ec,AS385,1P Audience,19,Male,86256,"Gaming, Sports",Smartphone,Edge,iOS,"Cincinnati, Ohio"
3410,U0190,P85226c3,AS233,3P Audience,29,Female,49337,"Auto, Technology",Laptop,Firefox,iOS,"Columbus, Ohio"
3409,U0714,O1988456,AS125,3P Audience,25,Male,30038,Fashion,Laptop,Firefox,Windows,"Cleveland, Ohio"
3408,U0083,Pd0d12ab,AS483,Custom Audience,20,Male,49853,Fashion,Smartphone,Safari,Linux,"Cincinnati, Ohio"
3407,U0246,P0bafb24,AS070,3P Audience,46,Female,119361,"Sports, Art, Music",Desktop,Chrome,Windows,"Cleveland, Ohio"
3406,U0154,O627a678,AS322,Custom Audience,65,Male,79971,"Music, Food",Tablet,Firefox,Windows,"Cleveland, Ohio"
3405,U0230,P82ccc17,AS440,3P Audience,59,Male,109530,Fashion,Desktop,Chrome,Android,"Columbus, Ohio"
3404,U0869,P0ce0a41,AS470,3P Audience,49,Female,98045,"Fashion, Gaming",Tablet,Firefox,macOS,"Columbus, Ohio"
3403,U0803,O3adb29e,AS470,Custom Audience,55,Female,53190,"Art, Gaming",Desktop,Opera,iOS,"Columbus, Ohio"
3402,U0851,O5690fbc,AS228,Custom Audience,31,Female,28543,"Technology, Auto",Tablet,Chrome,macOS,"Cleveland, Ohio"
3401,U0873,O2f43866,AS427,3P Audience,38,Female,75724,"Auto, Fashion",Smartphone,Opera,Windows,"Cincinnati, Ohio"
3400,U0834,P7fd439c,AS444,1P Audience,32,Male,101439,Art,Desktop,Opera,macOS,"Columbus, Ohio"
3399,U0687,Oe77239f,AS428,1P Audience,43,Male,91770,"Gaming, Fitness, Travel",Smartphone,Edge,Android,"Fargo, North Dakota"
3398,U0703,P6c47beb,AS370,Custom Audience,50,Female,110176,"Gaming, Art",Laptop,Chrome,Linux,"Grand Forks, North Dakota"
3397,U0595,Oda108b3,AS249,Custom Audience,27,Male,79463,"Travel, Food",Smartphone,Opera,Windows,"Bismarck, North Dakota"
3396,U0851,P8e427b0,AS207,Custom Audience,31,Female,28543,"Sports, Music",Tablet,Edge,Linux,"Fargo, North Dakota"
3395,U0867,Of0ed263,AS036,1P Audience,59,Male,74972,"Sports, Technology",Desktop,Chrome,Windows,"Fargo, North Dakota"
3394,U0246,O18ffc5b,AS406,1P Audience,46,Female,119361,Music,Tablet,Edge,Android,"Grand Forks, North Dakota"
3393,U0007,Ob73517a,AS064,3P Audience,32,Female,118178,"Music, Auto",Tablet,Edge,iOS,"Fargo, North Dakota"
3392,U0193,P0837cdf,AS138,3P Audience,45,Male,52382,Fitness,Desktop,Edge,Windows,"Fargo, North Dakota"
3391,U0060,Pa4c0a2f,AS086,Custom Audience,48,Male,22943,Art,Laptop,Safari,macOS,"Grand Forks, North Dakota"
3390,U0784,P75ed839,AS101,3P Audience,44,Female,35374,"Food, Art, Auto",Smartphone,Firefox,macOS,"Grand Forks, North Dakota"
3389,U0067,Oecdeaff,AS050,1P Audience,31,Female,78496,Art,Tablet,Safari,Linux,"Bismarck, North Dakota"
3388,U0927,Oc1d1de6,AS387,3P Audience,49,Female,30514,Fitness,Laptop,Firefox,Linux,"Bismarck, North Dakota"
3387,U0043,P3b11b7e,AS477,3P Audience,33,Female,44488,"Fashion, Music",Laptop,Firefox,macOS,"Grand Forks, North Dakota"
3386,U0731,O6067aac,AS421,3P Audience,57,Male,70037,"Fitness, Art",Laptop,Chrome,iOS,"Bismarck, North Dakota"
3385,U0773,P359d9eb,AS052,Custom Audience,26,Male,86968,"Fitness, Gaming",Desktop,Chrome,Linux,"Bismarck, North Dakota"
3384,U0102,Pf2d5258,AS496,Custom Audience,61,Female,111825,Technology,Tablet,Edge,macOS,"Grand Forks, North Dakota"
3383,U0731,O417b65a,AS126,1P Audience,57,Male,70037,Music,Smartphone,Opera,Windows,"Fargo, North Dakota"
3382,U0145,Ofc09e9a,AS052,1P Audience,32,Male,93121,"Fashion, Art",Smartphone,Firefox,macOS,"Bismarck, North Dakota"
3381,U0716,P7f173d8,AS023,1P Audience,19,Female,108520,"Fitness, Auto",Desktop,Chrome,Linux,"Fargo, North Dakota"
3380,U0746,P1eae257,AS425,Custom Audience,63,Male,116919,Art,Desktop,Chrome,macOS,"Grand Forks, North Dakota"
3379,U0865,O443a3d0,AS479,Custom Audience,65,Male,94815,"Technology, Travel, Auto",Tablet,Safari,Windows,"Grand Forks, North Dakota"
3378,U0165,P8fd0f9f,AS177,1P Audience,62,Female,80439,Food,Laptop,Edge,Android,"Fargo, North Dakota"
3377,U0710,Paf1a6d2,AS354,Custom Audience,26,Female,64241,"Technology, Art",Smartphone,Safari,Android,"Grand Forks, North Dakota"
3376,U0683,O7e4675c,AS480,1P Audience,44,Female,60332,"Gaming, Travel, Technology",Desktop,Opera,Windows,"Bismarck, North Dakota"
3375,U0086,O3076965,AS273,Custom Audience,50,Female,68519,"Technology, Music",Tablet,Safari,Linux,"Grand Forks, North Dakota"
3374,U0614,Obfef0c4,AS396,3P Audience,23,Female,40268,"Fashion, Technology, Travel",Smartphone,Chrome,iOS,"Bismarck, North Dakota"
3373,U0618,Od96dd5b,AS190,3P Audience,34,Male,67409,"Fashion, Music, Fitness",Smartphone,Opera,Windows,"Bismarck, North Dakota"
3372,U0560,O4ca3e9a,AS083,3P Audience,62,Male,46691,Auto,Desktop,Edge,Android,"Grand Forks, North Dakota"
3371,U0886,P6863e01,AS148,Custom Audience,23,Female,101595,"Auto, Travel",Desktop,Chrome,iOS,"Grand Forks, North Dakota"
3370,U0700,Pa429fbb,AS137,3P Audience,51,Male,36717,Music,Smartphone,Edge,Linux,"Fargo, North Dakota"
3369,U0530,O9a0ffda,AS111,Custom Audience,57,Male,30542,Art,Laptop,Firefox,Android,"Fargo, North Dakota"
3368,U0383,P390e18b,AS346,3P Audience,67,Male,42775,Food,Desktop,Chrome,macOS,"Bismarck, North Dakota"
3367,U0228,Obb660ac,AS274,3P Audience,63,Female,80591,Sports,Desktop,Safari,macOS,"Bismarck, North Dakota"
3366,U0221,O769bec6,AS396,1P Audience,49,Female,28728,"Travel, Music",Tablet,Firefox,Android,"Bismarck, North Dakota"
3365,U0667,Of4a6a97,AS057,1P Audience,53,Female,56166,"Music, Fashion, Gaming",Smartphone,Firefox,Android,"Bismarck, North Dakota"
3364,U0288,Oc979477,AS273,Custom Audience,63,Male,44126,"Fashion, Food, Art",Laptop,Firefox,iOS,"Grand Forks, North Dakota"
3363,U0004,O44d6420,AS108,Custom Audience,45,Male,84007,Travel,Smartphone,Chrome,iOS,"Bismarck, North Dakota"
3362,U0260,O35fe155,AS281,1P Audience,60,Female,67775,"Gaming, Fashion, Music",Tablet,Edge,Android,"Fargo, North Dakota"
3361,U0495,P1f5fd4e,AS365,3P Audience,57,Female,92209,"Sports, Fashion",Desktop,Chrome,Android,"Grand Forks, North Dakota"
3360,U0489,P9605ff6,AS332,1P Audience,63,Female,48620,"Art, Fashion, Fitness",Tablet,Opera,Linux,"Grand Forks, North Dakota"
3359,U0296,Oc1a3999,AS118,1P Audience,18,Female,72514,"Sports, Gaming, Fashion",Tablet,Edge,Android,"Grand Forks, North Dakota"
3358,U0867,Pe122672,AS340,1P Audience,59,Male,74972,"Fashion, Music, Fitness",Laptop,Edge,Android,"Bismarck, North Dakota"
3357,U0373,O5470071,AS072,Custom Audience,59,Female,39731,"Sports, Gaming, Food",Desktop,Opera,Android,"Bismarck, North Dakota"
3356,U0019,P3231592,AS136,3P Audience,52,Male,70385,"Food, Auto, Fashion",Tablet,Firefox,Linux,"Bismarck, North Dakota"
3355,U0137,O48a1ea7,AS449,Custom Audience,41,Male,51798,"Music, Auto",Laptop,Chrome,Android,"Fargo, North Dakota"
3354,U0185,O9bade6a,AS220,1P Audience,26,Male,85961,"Auto, Food, Gaming",Tablet,Opera,Android,"Bismarck, North Dakota"
3353,U0809,P06d1490,AS344,Custom Audience,56,Female,71136,"Technology, Auto",Smartphone,Safari,macOS,"Bismarck, North Dakota"
3352,U0132,O68e6b51,AS075,3P Audience,36,Female,98910,"Fashion, Travel, Fitness",Tablet,Safari,Android,"Fargo, North Dakota"
3351,U0167,P77f6f10,AS469,3P Audience,33,Male,110603,"Food, Music",Smartphone,Safari,Linux,"Fargo, North Dakota"
3350,U0268,O0326150,AS472,Custom Audience,47,Female,83479,Gaming,Desktop,Safari,Linux,"Fargo, North Dakota"
3349,U0142,O1aa49e9,AS366,1P Audience,30,Female,117425,"Art, Fashion, Music",Tablet,Edge,iOS,"Fargo, North Dakota"
3348,U0228,Pb5400ae,AS245,Custom Audience,63,Female,80591,"Sports, Technology",Laptop,Safari,macOS,"Fargo, North Dakota"
3347,U0106,O51c1c91,AS213,3P Audience,36,Male,77801,"Food, Fitness",Tablet,Edge,Linux,"Fargo, North Dakota"
3346,U0995,P207cb7b,AS472,1P Audience,47,Male,98631,"Food, Art",Desktop,Firefox,macOS,"Grand Forks, North Dakota"
3345,U0717,P1c25dd0,AS429,1P Audience,54,Female,90582,"Travel, Music, Sports",Laptop,Opera,macOS,"Fargo, North Dakota"
3344,U0834,O0afb872,AS473,3P Audience,32,Male,101439,Music,Laptop,Safari,Android,"Fargo, North Dakota"
3343,U0648,Of6c5bf5,AS002,3P Audience,56,Male,82135,"Art, Technology",Desktop,Opera,Windows,"Fargo, North Dakota"
3342,U0113,O7cd3197,AS167,1P Audience,54,Male,55820,"Auto, Travel, Fashion",Desktop,Chrome,Android,"Grand Forks, North Dakota"
3341,U0263,P8033c47,AS499,3P Audience,65,Male,106161,"Sports, Fitness, Travel",Laptop,Chrome,Linux,"Grand Forks, North Dakota"
3340,U0561,Pd434ec2,AS230,Custom Audience,54,Male,56703,Fitness,Tablet,Safari,Linux,"Grand Forks, North Dakota"
3339,U0972,O6e8ecfe,AS294,3P Audience,37,Male,42732,"Auto, Music, Fitness",Desktop,Safari,Android,"Grand Forks, North Dakota"
3338,U0925,Pad9fa56,AS081,3P Audience,35,Male,54290,"Sports, Travel",Desktop,Edge,iOS,"Bismarck, North Dakota"
3337,U0079,P72df872,AS417,Custom Audience,63,Female,57116,Fashion,Laptop,Edge,macOS,"Bismarck, North Dakota"
3336,U0227,Od5e18df,AS216,3P Audience,29,Female,23025,"Auto, Art",Smartphone,Opera,iOS,"Bismarck, North Dakota"
3335,U0800,Pd8b951b,AS347,3P Audience,30,Female,22021,"Auto, Sports",Desktop,Safari,macOS,"Grand Forks, North Dakota"
3334,U0077,O2b9f261,AS233,3P Audience,45,Male,79296,"Fashion, Gaming, Food",Tablet,Opera,Android,"Grand Forks, North Dakota"
3333,U0541,O1a58f40,AS295,1P Audience,48,Female,32121,Sports,Desktop,Edge,Windows,"Grand Forks, North Dakota"
3332,U0305,Of480952,AS185,Custom Audience,30,Female,60757,Sports,Tablet,Opera,Android,"Fargo, North Dakota"
3331,U0289,Ofd00527,AS301,1P Audience,43,Female,111535,"Sports, Fitness, Technology",Tablet,Chrome,Windows,"Fargo, North Dakota"
3330,U0169,P4c9ab5a,AS172,1P Audience,45,Male,73553,"Fashion, Music, Sports",Laptop,Safari,Linux,"Fargo, North Dakota"
3329,U0379,Of9ade65,AS085,Custom Audience,45,Female,93443,"Fashion, Sports, Gaming",Laptop,Opera,Windows,"Bismarck, North Dakota"
3328,U0688,O7e5a45e,AS224,Custom Audience,25,Female,24986,Technology,Desktop,Firefox,Linux,"Bismarck, North Dakota"
3327,U0268,Obc45568,AS269,1P Audience,47,Female,83479,Sports,Laptop,Safari,Windows,"Fargo, North Dakota"
3326,U0206,Pdf41565,AS158,1P Audience,52,Male,66454,"Sports, Music",Tablet,Opera,Windows,"Bismarck, North Dakota"
3325,U0653,P41a5ba7,AS449,Custom Audience,38,Male,66876,"Travel, Gaming, Technology",Tablet,Safari,macOS,"Bismarck, North Dakota"
3324,U0466,O3730c4e,AS100,1P Audience,40,Female,102182,"Music, Technology, Fitness",Desktop,Edge,Android,"Fargo, North Dakota"
3323,U0907,Occ2b1a7,AS016,Custom Audience,19,Female,100882,"Gaming, Fashion, Fitness",Desktop,Opera,Windows,"Bismarck, North Dakota"
3322,U0554,O9f28e5e,AS378,Custom Audience,29,Male,67306,"Auto, Sports",Laptop,Firefox,macOS,"Grand Forks, North Dakota"
3321,U0310,O8f3d788,AS465,3P Audience,50,Male,41372,"Travel, Art",Desktop,Edge,Linux,"Fargo, North Dakota"
3320,U0999,O4b87ac5,AS010,Custom Audience,40,Male,37535,Food,Desktop,Edge,Linux,"Bismarck, North Dakota"
3319,U0419,Of3991ed,AS083,1P Audience,25,Female,63385,"Fashion, Music",Laptop,Opera,Linux,"Bismarck, North Dakota"
3318,U0946,O8a4cbb1,AS140,1P Audience,36,Female,73535,Food,Desktop,Safari,Android,"Bismarck, North Dakota"
3317,U0144,O6651c17,AS009,3P Audience,64,Male,56925,"Fitness, Gaming, Art",Smartphone,Opera,macOS,"Grand Forks, North Dakota"
3316,U0741,O537e733,AS357,Custom Audience,30,Female,58085,Fitness,Desktop,Opera,iOS,"Bismarck, North Dakota"
3315,U0650,P4570274,AS382,1P Audience,46,Male,118061,"Food, Auto",Laptop,Opera,Linux,"Bismarck, North Dakota"
3314,U0241,Pf247227,AS246,Custom Audience,45,Male,66494,Gaming,Tablet,Chrome,Linux,"Grand Forks, North Dakota"
3313,U0672,P95bd9bd,AS176,3P Audience,24,Female,117656,"Fitness, Auto, Technology",Smartphone,Chrome,macOS,"Grand Forks, North Dakota"
3312,U0862,O023156d,AS144,Custom Audience,25,Female,68080,"Food, Fitness, Fashion",Laptop,Safari,Windows,"Fargo, North Dakota"
3311,U0310,Pbd7bc27,AS065,1P Audience,50,Male,41372,"Travel, Auto",Tablet,Opera,macOS,"Fargo, North Dakota"
3310,U0082,Of3503a7,AS302,Custom Audience,58,Female,116361,"Fitness, Fashion",Laptop,Safari,Windows,"Fargo, North Dakota"
3309,U0487,O70e99ea,AS381,Custom Audience,35,Female,42498,Travel,Desktop,Chrome,macOS,"Fargo, North Dakota"
3308,U0153,O3c0bc69,AS048,1P Audience,23,Female,55548,"Gaming, Fashion",Smartphone,Chrome,iOS,"Grand Forks, North Dakota"
3307,U0241,Ofd3a841,AS224,3P Audience,45,Male,66494,Gaming,Laptop,Chrome,Android,"Fargo, North Dakota"
3306,U0154,Oca7078b,AS201,Custom Audience,65,Male,79971,"Music, Fitness, Gaming",Laptop,Chrome,iOS,"Grand Forks, North Dakota"
3305,U0501,O7df0713,AS178,3P Audience,62,Female,31867,"Sports, Food",Laptop,Opera,macOS,"Fargo, North Dakota"
3304,U0718,Oa389b81,AS219,Custom Audience,54,Female,104691,"Gaming, Art, Music",Tablet,Edge,Linux,"Fargo, North Dakota"
3303,U0585,O78bcb18,AS368,3P Audience,43,Male,79664,"Music, Sports",Tablet,Firefox,Windows,"Fargo, North Dakota"
3302,U0420,Pcfa5f68,AS311,1P Audience,61,Female,108059,"Technology, Fashion",Tablet,Chrome,macOS,"Bismarck, North Dakota"
3301,U0027,Obc09ed6,AS162,3P Audience,67,Female,31185,Gaming,Desktop,Firefox,macOS,"Grand Forks, North Dakota"
3300,U0164,O653c220,AS440,Custom Audience,63,Male,32172,Music,Laptop,Firefox,macOS,"Bismarck, North Dakota"
3299,U0684,P83d3b17,AS333,3P Audience,21,Female,109109,"Gaming, Fashion, Music",Smartphone,Edge,Linux,"Raleigh, North Carolina"
3298,U0152,O8d235ed,AS421,3P Audience,19,Male,61729,"Sports, Travel",Laptop,Chrome,macOS,"Raleigh, North Carolina"
3297,U0226,O9c32b23,AS145,3P Audience,23,Female,51237,"Gaming, Sports, Fitness",Laptop,Chrome,macOS,"Greensboro, North Carolina"
3296,U0305,O5010876,AS338,3P Audience,30,Female,60757,Fitness,Desktop,Edge,macOS,"Greensboro, North Carolina"
3295,U0008,Pd27b04d,AS260,Custom Audience,52,Male,47486,"Art, Fashion, Gaming",Desktop,Edge,Windows,"Greensboro, North Carolina"
3294,U0118,Oe801004,AS247,1P Audience,67,Female,112434,"Gaming, Art, Food",Tablet,Opera,Linux,"Charlotte, North Carolina"
3293,U0043,Pab51dcd,AS047,3P Audience,33,Female,44488,"Music, Fashion",Desktop,Safari,Windows,"Greensboro, North Carolina"
3292,U0121,Oc1ab95b,AS467,3P Audience,26,Male,74268,"Technology, Food",Smartphone,Safari,Windows,"Raleigh, North Carolina"
3291,U0843,O432d7ea,AS378,Custom Audience,35,Male,34888,"Travel, Sports",Smartphone,Safari,Windows,"Charlotte, North Carolina"
3290,U0597,Oae39cb7,AS012,3P Audience,31,Female,44058,"Auto, Travel",Laptop,Safari,macOS,"Raleigh, North Carolina"
3289,U0780,Ob4dd3a0,AS160,3P Audience,22,Female,51104,"Gaming, Travel",Tablet,Edge,Android,"Raleigh, North Carolina"
3288,U0840,O095639f,AS411,1P Audience,34,Female,67109,Food,Tablet,Chrome,Windows,"Greensboro, North Carolina"
3287,U0946,Pabc8d0c,AS145,3P Audience,36,Female,73535,"Gaming, Fashion, Technology",Laptop,Edge,Windows,"Raleigh, North Carolina"
3286,U0665,O2972a4f,AS402,3P Audience,35,Male,68731,"Sports, Art, Fitness",Tablet,Edge,Windows,"Raleigh, North Carolina"
3285,U0901,O3627bb9,AS143,1P Audience,27,Female,117865,"Music, Gaming",Laptop,Opera,macOS,"Raleigh, North Carolina"
3284,U0720,P0668f01,AS263,Custom Audience,67,Male,35162,"Technology, Food, Art",Smartphone,Firefox,Windows,"Charlotte, North Carolina"
3283,U0079,O2258190,AS438,Custom Audience,63,Female,57116,"Gaming, Fitness, Sports",Desktop,Opera,iOS,"Greensboro, North Carolina"
3282,U0610,Pc695dd9,AS287,3P Audience,25,Male,20133,Travel,Desktop,Edge,Linux,"Raleigh, North Carolina"
3281,U0238,Oe917332,AS153,1P Audience,49,Male,21178,"Fashion, Travel, Technology",Tablet,Firefox,iOS,"Raleigh, North Carolina"
3280,U0152,Of9649d0,AS250,1P Audience,19,Male,61729,"Food, Travel",Tablet,Firefox,Windows,"Charlotte, North Carolina"
3279,U0982,P20b2a29,AS130,1P Audience,40,Male,63724,"Music, Food",Smartphone,Chrome,macOS,"Greensboro, North Carolina"
3278,U0277,Obd04cd8,AS183,3P Audience,53,Male,79123,"Gaming, Sports",Smartphone,Edge,Android,"Raleigh, North Carolina"
3277,U0149,O4364c24,AS377,Custom Audience,27,Male,60768,"Travel, Technology, Sports",Laptop,Edge,Android,"Greensboro, North Carolina"
3276,U0974,O81fa02d,AS017,Custom Audience,23,Male,21360,"Food, Fitness",Smartphone,Edge,iOS,"Raleigh, North Carolina"
3275,U0612,O8255a2e,AS275,3P Audience,61,Female,105374,Fashion,Smartphone,Firefox,Android,"Greensboro, North Carolina"
3274,U0822,O6b4178b,AS064,1P Audience,21,Female,66542,"Art, Travel",Tablet,Chrome,macOS,"Greensboro, North Carolina"
3273,U0493,Peee5e38,AS358,1P Audience,30,Male,104850,Fitness,Tablet,Safari,Linux,"Charlotte, North Carolina"
3272,U0361,P27eacad,AS078,3P Audience,37,Male,84871,"Fitness, Art, Travel",Tablet,Chrome,Android,"Greensboro, North Carolina"
3271,U0274,Pa4d6853,AS103,1P Audience,57,Female,61712,Sports,Smartphone,Firefox,iOS,"Raleigh, North Carolina"
3270,U0343,O076c84c,AS147,1P Audience,58,Male,89813,Sports,Laptop,Edge,iOS,"Raleigh, North Carolina"
3269,U0644,Oa28d011,AS069,1P Audience,47,Male,113893,Food,Laptop,Chrome,Android,"Raleigh, North Carolina"
3268,U0832,Ob125fed,AS282,Custom Audience,58,Female,95137,"Technology, Fashion",Smartphone,Safari,iOS,"Charlotte, North Carolina"
3267,U0283,O73d34ef,AS017,3P Audience,28,Female,64480,"Gaming, Fitness",Desktop,Firefox,iOS,"Raleigh, North Carolina"
3266,U0702,O9834bac,AS022,1P Audience,58,Female,98479,Art,Laptop,Chrome,Linux,"Raleigh, North Carolina"
3265,U0462,Pde6569c,AS120,1P Audience,31,Female,73934,Art,Desktop,Firefox,iOS,"Charlotte, North Carolina"
3264,U0477,Odc84a61,AS471,3P Audience,27,Male,81615,"Fitness, Gaming, Fashion",Tablet,Opera,iOS,"Greensboro, North Carolina"
3263,U0299,O49fcc00,AS195,1P Audience,55,Female,102698,Food,Desktop,Opera,macOS,"Raleigh, North Carolina"
3262,U0349,Oa7052cc,AS086,3P Audience,51,Female,85258,"Gaming, Fashion, Food",Desktop,Opera,macOS,"Raleigh, North Carolina"
3261,U0532,O216bd3b,AS481,1P Audience,68,Female,111644,"Fashion, Technology",Laptop,Edge,Linux,"Raleigh, North Carolina"
3260,U0332,P7607844,AS341,Custom Audience,31,Female,75156,"Fashion, Travel, Art",Smartphone,Opera,Windows,"Raleigh, North Carolina"
3259,U0248,Pc409f6f,AS055,Custom Audience,57,Female,70132,Food,Smartphone,Edge,Windows,"Raleigh, North Carolina"
3258,U0670,P20e9358,AS176,3P Audience,56,Male,106835,"Fashion, Art",Smartphone,Safari,Android,"Greensboro, North Carolina"
